Category Display Name,Attribute Display Name,Category Name,Attribute Name,Data Type,Input/Output,Description
New Business Template,Intent to Sell,newBusinessTemplate,intentToSell,Boolean,,"Indicates the intent to sell. TRUE indicates the intention to sell as well as the likelihood that the security will be required to be sold before recovery. For the current expected loss calculation (CECL), this is required to be set to TRUE if there is an intent to sell. Default is FALSE."
New Business Template,Accrual Status,newBusinessTemplate,accrualStatus,String,,Indicate accrual or non-accrual assets. Valid values are: Accrual assets and Non-accrual assets. Marked as conditional as this is required for the disclosure reports.
New Business Template,Compounding Frequency,newBusinessTemplate,compoundingFrequency,String,,"The compounding frequency used to calculate the fair value. Valid values are Annual, Semi-Annual, Quarterly, Discount and Monthly.<br>For interest rate input, this is marked as conditional as this is a required input if the interest rate curve form is SPOT. If no value is provided, the value is assumed to be Semi-Annual."
New Business Template,Use Imported Cash Flow,newBusinessTemplate,useImportedCashFlow,Boolean,,Indicates if the cash flows are imported. TRUE indicates that the cash flows are imported. Marked as conditional as this is a required input for imported cash flows.
New Business Template,Cash Flow Type,newBusinessTemplate,cashFlowType,String,,Indicate Interest only instrument with the value Interest only. This is an input for interest only Commercial real estate and Retail loans.
Instrument Reference,Loss Estimation Method Scope,instrumentReference,lossEstimationMethodScope,String,Output,The scope for which the loss estimation method rule is applied.
New Business Template,Input Cash Flow Type,newBusinessTemplate,inputCashFlowType,String,,"Describes the cash flow input. The values are Contractual Cash Flow, Principal Cash Flow and Expected Cash Flow. Marked as conditional as this is a required if the cash flow is imported (useImportedCashFlow = TRUE)."
New Business Template,Revolving,newBusinessTemplate,revolving,Boolean,,Indicates if the Line of Credit is revolving. Values are TRUE for revolving and FALSE for non-revolving. Marked as conditional as this is required if the instrument type is Line of Credit.
New Business Template,Unconditionally Cancellable,newBusinessTemplate,unconditionallyCancellable,Boolean,,Indicates if the instrument can be cancelled without conditions. TRUE indicates unconditionally cancellable. Marked as conditional as this is required if the instrument type is Line of Credit. Default value is set to FALSE.
New Business Template,Instrument Type,newBusinessTemplate,instrumentType,String,,"The instrument type defined by Moody's Analytics according to the type of contractual terms agreed upon between the parties. Valid values are Bond, CDS, Deposit, Equity, Loan, Line of Credit, Receivable, Derivative, and Structured Product. Receivable includes reinsurance receivables. Bond includes all securities except those under Structured Product.<br>The values supported in ImpairmentStudio are: Bond, Line of Credit, Loan, Receivable, and Structured Product."
New Business Template,Instrument Sub Type,newBusinessTemplate,instrumentSubType,String,,"The sub type for the instrument type. For Instrument Type Loan or Line of Credit, the valid values are 'Commercial and industrial', Commercial real estate, and Retail. For Instrument Type Receivable, the valid values are Equipment Trust, Lease receivable and Trade receivable. For Instrument Type Bond, valid values are: Corporate, Industrial Revenue, Muni General obligation bonds, Muni Revenue bonds, and Sovereign bond. For Instrument Type Structured Product, valid values are: ABS, CDO, CLO, CMO, CMBS, MBS, Private MBS, and RMBS. Note: Single quote used to enclose the full value. It should not be included in the imported value."
Instrument Reference,Loss Estimation Method Order,instrumentReference,lossEstimationMethodOrder,Integer,Output,The order for the loss estimation method scope.
New Business Template,HLA Segment,newBusinessTemplate,hlaSegment,String,,Indicates the segment for the Historical Loss Analyzer (HLA). This is a user defined value to segment the portfolio. Example values are the balance amount item numbers in reporting forms such as 1.a and 1.c.2 or custom names.
New Business Template,Portfolio Sub Type 1,newBusinessTemplate,portfolioSubType1,String,,"The breakdown of the portfolio for reporting purposes. Valid values are: Residential mortgage, Consumer loan, Commercial business, and Commercial mortgage."
New Business Template,Portfolio Sub Type 2,newBusinessTemplate,portfolioSubType2,String,,"Additional breakdown of the portfolio for reporting purposes. Valid values are: 'Commercial and Industrial', Commercial real estate-construction, Commercial real estate-other, Consumer-credit card, Consumer-other, Consumer-auto, Residential-prime, Residential-subprime. Note: Single quote used to enclose the full value. It should not be included in the imported value."
New Business Template,Consumer Product Category,newBusinessTemplate,consumerProductCategory,String,,"The category describing the consumer product. <br> For the Expected Consumer Credit Loss Models, the valid values are: Auto Bank Lease, Auto Bank Loan, Auto Finance Lease, Auto Finance Loan, Bankcard, Consumer Finance Installment, Consumer Finance Revolving, First Mortgage, HELOAN, HELOC, Retail Card, Student Loan, and Other.<br> For Balance Sheet Risk Management, the valid values are: Reverse Mortgage, Solar, and Student Loan."
New Business Template,Product Type,newBusinessTemplate,productType,String,,"When marked as conditional, this is required for the disclosure reports. The type of product for which the instrument is reported. For loans, valid values are: Real estate-construction, Real estate-mortgage, Installment loans to individuals, Lease financing, 'Governments and official institutions', 'Banks and other financial institutions', Other loans, and 'Commercial, financial, and agricultural'. For bonds, valid values are: US Treasury, US Agency, Corporate Bonds, Municipal Bonds, and Other Bonds. Note: Single quote used to enclose the full value. It should not be included in the imported value."
